amount,from_user_id,to_user_id,from_name,to_name,created_at
667.49,5,7,Frank,Hannah,1999-05-26 16:02:29
266.54,2,17,Charlie,Rachel,1999-12-04 06:39:48
873.26,12,8,Mia,Ivan,1999-03-02 20:53:51
729.97,5,4,Frank,Eva,1999-05-02 06:27:41
536.68,13,6,Nora,Grace,1999-07-10 08:54:14
110.03,7,1,Hannah,Bob,1999-12-15 03:13:49
875.34,11,5,Lily,Frank,1999-06-14 12:25:43
398.52,11,19,Lily,Tina,1999-05-09 16:21:54
348.97,20,15,Alice,Paul,1999-07-30 10:51:06
769.08,4,12,Eva,Mia,1999-06-13 16:44:24
326.58,18,16,Steve,Quinn,1999-05-10 04:07:16
669.90,2,12,Charlie,Mia,1999-04-02 12:40:08
793.86,13,19,Nora,Tina,1999-02-14 10:42:36
843.82,4,7,Eva,Hannah,1999-05-20 08:14:44
61.91,17,9,Rachel,Julia,1999-03-31 02:14:56
946.86,20,5,Alice,Frank,1999-09-01 01:51:39
418.11,8,19,Ivan,Tina,1999-02-21 01:43:28
892.72,8,4,Ivan,Eva,1999-04-25 18:03:59
337.61,17,13,Rachel,Nora,1999-01-29 14:46:17
534.48,20,7,Alice,Hannah,1999-09-27 23:48:42
564.81,11,2,Lily,Charlie,1999-02-14 13:40:44
456.02,17,7,Rachel,Hannah,1999-12-25 09:28:27
799.88,15,3,Paul,David,1999-08-15 22:58:57
443.68,10,11,Kyle,Lily,1999-11-23 11:13:09
84.17,14,16,Oscar,Quinn,1999-01-02 21:16:39
159.42,16,20,Quinn,Alice,1999-04-29 15:03:49
109.82,14,18,Oscar,Steve,1999-01-26 03:53:48
589.34,15,4,Paul,Eva,1999-01-28 19:56:54
826.12,11,4,Lily,Eva,1999-03-02 20:35:55
218.00,16,4,Quinn,Eva,1999-08-29 06:04:38
836.50,17,11,Rachel,Lily,1999-06-14 00:10:01
565.87,7,18,Hannah,Steve,1999-08-09 14:49:02
761.61,19,11,Tina,Lily,1999-07-07 21:17:07
646.01,11,12,Lily,Mia,1999-04-14 21:46:46
440.36,13,6,Nora,Grace,1999-07-24 01:44:03
548.28,14,3,Oscar,David,1999-11-13 00:43:10
469.95,12,19,Mia,Tina,1999-08-03 09:49:57
815.63,17,9,Rachel,Julia,1999-04-22 07:37:45
725.66,17,18,Rachel,Steve,1999-04-22 23:23:10
258.05,2,12,Charlie,Mia,1999-06-06 19:33:11
78.98,2,3,Charlie,David,1999-01-18 03:12:09
805.97,16,18,Quinn,Steve,1999-05-12 17:32:16
943.04,14,3,Oscar,David,1999-11-09 18:44:47
452.30,5,9,Frank,Julia,1999-07-14 06:21:08
748.86,7,6,Hannah,Grace,1999-06-05 17:04:46
190.31,19,20,Tina,Alice,1999-01-01 20:52:21
801.48,17,4,Rachel,Eva,1999-08-17 13:57:16
99.35,8,12,Ivan,Mia,1999-10-07 12:47:53
862.69,8,5,Ivan,Frank,1999-02-23 15:12:43
246.74,2,5,Charlie,Frank,1999-08-02 08:00:35
894.71,12,2,Mia,Charlie,1999-02-26 04:15:28
510.62,6,8,Grace,Ivan,1999-07-17 22:36:47
893.44,13,12,Nora,Mia,1999-03-03 07:41:39
983.71,9,13,Julia,Nora,1999-12-05 19:39:31
360.23,3,16,David,Quinn,1999-03-19 22:30:31
469.71,10,3,Kyle,David,1999-10-16 18:24:09
312.98,5,18,Frank,Steve,1999-01-17 13:01:43
815.33,3,18,David,Steve,1999-02-22 16:55:29
749.68,14,6,Oscar,Grace,1999-08-08 18:07:12
880.04,19,15,Tina,Paul,1999-01-13 13:29:30
565.41,6,13,Grace,Nora,1999-08-22 08:09:23
663.93,5,6,Frank,Grace,1999-02-10 14:44:01
115.71,5,5,Frank,Frank,1999-01-01 10:51:37
437.37,12,15,Mia,Paul,1999-05-22 18:54:16
765.77,19,11,Tina,Lily,1999-06-10 01:45:32
872.56,9,14,Julia,Oscar,1999-05-26 04:34:57
429.57,5,20,Frank,Alice,1999-01-07 00:27:17
909.40,5,1,Frank,Bob,1999-04-14 18:36:19
879.99,4,5,Eva,Frank,1999-09-09 02:35:06
297.30,8,7,Ivan,Hannah,1999-07-25 10:07:38
75.19,7,19,Hannah,Tina,1999-06-27 08:01:46
148.40,1,12,Bob,Mia,1999-12-01 00:27:25
428.67,19,2,Tina,Charlie,1999-09-30 21:54:19
986.34,4,4,Eva,Eva,1999-08-17 06:28:49
442.44,8,3,Ivan,David,1999-12-08 07:32:17
560.84,13,7,Nora,Hannah,1999-09-15 03:53:54
391.68,9,15,Julia,Paul,1999-10-23 03:13:53
428.00,10,15,Kyle,Paul,1999-07-06 22:10:12
169.19,12,10,Mia,Kyle,1999-12-22 06:08:02
346.29,2,11,Charlie,Lily,1999-06-29 08:12:31
132.92,6,5,Grace,Frank,1999-09-21 02:09:41
142.95,9,14,Julia,Oscar,1999-06-13 08:09:24
817.45,13,1,Nora,Bob,1999-08-29 07:51:50
256.96,11,6,Lily,Grace,1999-01-23 10:04:15
474.77,3,10,David,Kyle,1999-08-06 00:49:47
985.91,3,3,David,David,1999-06-06 08:15:40
295.61,16,4,Quinn,Eva,1999-07-20 12:39:12
286.71,11,6,Lily,Grace,1999-06-26 04:00:18
613.96,7,8,Hannah,Ivan,1999-03-27 20:50:38
383.25,16,15,Quinn,Paul,1999-07-23 05:41:55
280.50,7,10,Hannah,Kyle,1999-01-17 04:41:49
438.69,1,12,Bob,Mia,1999-01-22 17:23:47
300.99,17,11,Rachel,Lily,1999-10-23 02:45:01
69.65,5,7,Frank,Hannah,1999-01-25 06:39:26
537.47,19,3,Tina,David,1999-10-31 06:06:58
832.46,12,8,Mia,Ivan,1999-09-28 03:18:44
8.16,9,5,Julia,Frank,1999-03-07 12:03:40
71.33,8,8,Ivan,Ivan,1999-06-07 20:12:10
850.98,2,17,Charlie,Rachel,1999-07-16 04:41:50
766.93,6,10,Grace,Kyle,1999-09-24 12:24:51
137.02,10,2,Kyle,Charlie,1999-06-22 17:41:14
207.83,18,16,Steve,Quinn,1999-12-26 05:02:44
276.48,1,19,Bob,Tina,1999-11-09 03:49:20
36.16,9,14,Julia,Oscar,1999-11-30 23:08:40
848.04,20,10,Alice,Kyle,1999-08-01 22:09:30
265.98,3,9,David,Julia,1999-12-18 07:18:27
514.44,16,10,Quinn,Kyle,1999-02-04 02:40:43
93.81,17,10,Rachel,Kyle,1999-10-08 09:02:08
483.69,6,18,Grace,Steve,1999-11-06 06:54:58
704.00,4,1,Eva,Bob,1999-10-10 02:47:22
549.37,16,3,Quinn,David,1999-11-03 09:49:55
176.03,14,18,Oscar,Steve,1999-01-09 07:26:26
668.75,20,5,Alice,Frank,1999-12-10 11:23:42
90.49,4,6,Eva,Grace,1999-12-15 19:55:42
630.32,18,18,Steve,Steve,1999-01-17 06:46:30
993.30,20,15,Alice,Paul,1999-08-04 02:00:54
96.02,1,14,Bob,Oscar,1999-05-27 14:43:45
318.90,17,2,Rachel,Charlie,1999-02-04 18:45:01
45.29,7,19,Hannah,Tina,1999-05-16 02:12:42
387.02,3,12,David,Mia,1999-05-14 18:41:32
261.42,1,5,Bob,Frank,1999-12-24 03:42:34
817.20,1,12,Bob,Mia,1999-11-13 13:45:12
114.99,4,9,Eva,Julia,1999-03-04 16:32:49
567.32,12,16,Mia,Quinn,1999-05-09 15:49:13
730.38,16,7,Quinn,Hannah,1999-04-11 12:39:14
390.87,19,4,Tina,Eva,1999-06-01 23:25:17
409.79,11,17,Lily,Rachel,1999-06-12 15:12:12
426.38,20,3,Alice,David,1999-11-28 16:43:28
448.01,7,15,Hannah,Paul,1999-08-22 16:23:58
348.81,10,18,Kyle,Steve,1999-04-02 09:10:02
845.62,14,17,Oscar,Rachel,1999-05-01 11:09:48
183.74,10,19,Kyle,Tina,1999-04-13 04:49:25
565.52,18,20,Steve,Alice,1999-12-28 00:19:19
353.62,8,13,Ivan,Nora,1999-02-28 09:03:32
353.72,6,1,Grace,Bob,1999-06-08 11:24:54
786.82,4,18,Eva,Steve,1999-11-09 12:08:20
79.47,14,20,Oscar,Alice,1999-02-12 01:50:49
120.64,3,17,David,Rachel,1999-01-02 11:46:45
215.64,18,1,Steve,Bob,1999-07-02 07:49:18
20.38,11,13,Lily,Nora,1999-03-12 23:04:17
837.70,8,10,Ivan,Kyle,1999-06-20 20:31:57
452.82,19,19,Tina,Tina,1999-10-30 07:00:07
342.59,10,18,Kyle,Steve,1999-10-17 19:29:00
685.57,14,4,Oscar,Eva,1999-06-08 20:15:57
239.58,3,17,David,Rachel,1999-05-10 00:50:09
221.93,19,11,Tina,Lily,1999-02-14 14:03:51
145.70,12,12,Mia,Mia,1999-10-25 00:06:11
868.69,13,1,Nora,Bob,1999-11-20 04:04:59
246.66,6,11,Grace,Lily,1999-07-06 02:31:41
779.05,20,19,Alice,Tina,1999-11-07 12:33:01
982.06,15,16,Paul,Quinn,1999-01-15 09:13:24
782.49,12,11,Mia,Lily,1999-11-14 09:21:43
374.19,8,14,Ivan,Oscar,1999-12-15 07:41:13
389.60,17,19,Rachel,Tina,1999-08-16 16:40:22
51.92,13,16,Nora,Quinn,1999-03-18 18:59:34
182.83,12,17,Mia,Rachel,1999-07-21 18:57:41
928.39,6,1,Grace,Bob,1999-09-05 04:16:04
964.23,10,1,Kyle,Bob,1999-01-29 06:10:41
763.16,13,15,Nora,Paul,1999-02-22 02:36:07
296.51,2,18,Charlie,Steve,1999-03-11 03:14:42
984.81,15,3,Paul,David,1999-04-15 02:53:53
554.27,10,17,Kyle,Rachel,1999-06-16 02:55:30
808.57,13,17,Nora,Rachel,1999-05-05 03:45:40
495.32,2,12,Charlie,Mia,1999-04-29 04:04:47
343.11,2,12,Charlie,Mia,1999-10-17 23:52:59
198.77,12,19,Mia,Tina,1999-01-01 13:19:07
288.41,3,11,David,Lily,1999-10-24 11:15:53
866.51,13,19,Nora,Tina,1999-04-11 01:45:34
869.29,10,16,Kyle,Quinn,1999-07-08 13:39:54
71.22,9,7,Julia,Hannah,1999-08-20 19:11:30
700.13,6,17,Grace,Rachel,1999-05-16 15:19:36
548.14,6,1,Grace,Bob,1999-03-31 21:18:08
758.06,15,19,Paul,Tina,1999-02-11 11:59:02
511.46,1,16,Bob,Quinn,1999-10-29 10:26:06
109.69,13,5,Nora,Frank,1999-04-29 20:32:27
200.25,6,1,Grace,Bob,1999-07-08 00:04:10
782.11,7,18,Hannah,Steve,1999-12-12 12:43:13
881.87,8,5,Ivan,Frank,1999-10-17 00:21:55
670.00,5,16,Frank,Quinn,1999-10-09 18:44:39
267.80,20,18,Alice,Steve,1999-02-20 02:23:33
880.35,3,5,David,Frank,1999-08-19 17:36:32
405.09,18,18,Steve,Steve,1999-10-11 16:01:33
476.84,3,7,David,Hannah,1999-09-18 19:20:06
52.04,17,5,Rachel,Frank,1999-04-01 14:19:29
289.95,4,15,Eva,Paul,1999-10-15 01:43:29
808.58,19,12,Tina,Mia,1999-08-27 10:19:57
741.82,8,15,Ivan,Paul,1999-05-13 15:34:46
407.73,6,12,Grace,Mia,1999-02-07 05:31:57
279.06,17,3,Rachel,David,1999-10-06 15:12:02
725.72,12,9,Mia,Julia,1999-12-10 16:53:13
122.03,19,12,Tina,Mia,1999-07-16 03:39:28
540.50,6,13,Grace,Nora,1999-09-09 17:32:28
979.85,17,1,Rachel,Bob,1999-09-14 12:24:52
761.89,13,10,Nora,Kyle,1999-02-21 20:54:27
744.41,5,13,Frank,Nora,1999-05-19 14:22:55
51.41,11,8,Lily,Ivan,1999-02-22 06:26:38
86.97,15,7,Paul,Hannah,1999-06-21 11:05:36
964.83,4,18,Eva,Steve,1999-08-31 15:42:01
847.04,7,6,Hannah,Grace,1999-03-22 23:13:08
163.38,20,3,Alice,David,1999-11-09 09:30:48
715.72,3,13,David,Nora,1999-05-21 04:46:38
965.50,4,18,Eva,Steve,1999-11-16 02:13:38
72.09,9,5,Julia,Frank,1999-04-09 20:21:01
795.66,13,8,Nora,Ivan,1999-06-11 19:57:41
757.14,3,9,David,Julia,1999-10-19 14:41:46
684.15,15,13,Paul,Nora,1999-11-16 15:53:10
395.92,15,19,Paul,Tina,1999-03-17 15:32:10
696.29,8,1,Ivan,Bob,1999-04-11 05:38:39
812.79,7,8,Hannah,Ivan,1999-07-02 14:08:55
269.47,14,8,Oscar,Ivan,1999-07-23 04:11:00
393.24,20,14,Alice,Oscar,1999-08-26 01:55:21
60.63,7,11,Hannah,Lily,1999-03-22 19:18:36
655.77,1,4,Bob,Eva,1999-04-08 22:25:19
452.66,13,7,Nora,Hannah,1999-04-22 08:19:42
329.96,10,12,Kyle,Mia,1999-04-04 11:34:10
312.31,18,11,Steve,Lily,1999-05-28 06:57:38
461.25,13,11,Nora,Lily,1999-01-28 06:59:40
291.69,19,9,Tina,Julia,1999-09-11 05:28:12
690.00,9,17,Julia,Rachel,1999-10-24 15:26:58
239.89,15,16,Paul,Quinn,1999-11-02 21:20:48
115.69,13,10,Nora,Kyle,1999-12-10 13:24:07
38.06,13,19,Nora,Tina,1999-03-31 11:43:32
918.85,13,7,Nora,Hannah,1999-04-08 14:13:41
871.20,18,11,Steve,Lily,1999-09-02 00:13:52
693.96,4,15,Eva,Paul,1999-09-10 02:32:59
960.38,20,15,Alice,Paul,1999-09-19 01:37:29
800.82,14,6,Oscar,Grace,1999-05-28 21:29:24
791.96,16,17,Quinn,Rachel,1999-02-11 20:34:46
468.45,12,19,Mia,Tina,1999-07-07 09:25:18
788.96,11,11,Lily,Lily,1999-06-07 06:02:37
483.72,17,16,Rachel,Quinn,1999-12-16 18:52:00
589.85,15,13,Paul,Nora,1999-04-06 02:51:12
656.62,3,13,David,Nora,1999-10-23 00:08:44
708.80,3,19,David,Tina,1999-09-24 16:13:49
457.15,1,1,Bob,Bob,1999-07-11 12:13:24
778.21,16,2,Quinn,Charlie,1999-11-13 18:16:12
728.98,8,1,Ivan,Bob,1999-12-21 02:28:25
615.16,9,19,Julia,Tina,1999-01-13 01:25:42
780.12,17,4,Rachel,Eva,1999-09-10 10:34:18
494.46,13,15,Nora,Paul,1999-02-19 05:39:59
776.05,1,10,Bob,Kyle,1999-01-25 07:21:49
939.01,10,14,Kyle,Oscar,1999-09-15 03:53:04
201.47,11,1,Lily,Bob,1999-10-21 11:20:38
114.90,18,18,Steve,Steve,1999-04-27 12:56:57
821.93,9,8,Julia,Ivan,1999-01-04 22:28:45
92.13,16,8,Quinn,Ivan,1999-07-20 07:47:44
953.98,19,14,Tina,Oscar,1999-04-28 19:50:20
411.74,16,16,Quinn,Quinn,1999-01-19 03:18:19
155.61,9,8,Julia,Ivan,1999-08-30 18:38:43
882.28,1,4,Bob,Eva,1999-10-28 22:50:15
195.29,1,2,Bob,Charlie,1999-07-02 16:23:32
130.04,7,1,Hannah,Bob,1999-05-30 04:18:29
461.80,1,9,Bob,Julia,1999-08-22 01:52:17
490.80,1,17,Bob,Rachel,1999-03-04 02:19:00
883.32,5,2,Frank,Charlie,1999-03-08 01:52:11
561.79,19,11,Tina,Lily,1999-01-27 07:55:32
912.55,19,5,Tina,Frank,1999-06-14 03:12:28
466.56,9,12,Julia,Mia,1999-05-06 16:41:46
157.53,4,7,Eva,Hannah,1999-06-19 19:56:42
933.43,13,13,Nora,Nora,1999-04-27 23:12:43
32.76,15,2,Paul,Charlie,1999-10-06 15:57:19
243.73,10,17,Kyle,Rachel,1999-10-15 18:21:59
159.04,14,1,Oscar,Bob,1999-08-18 12:24:35
555.52,5,20,Frank,Alice,1999-11-22 03:49:35
435.38,3,20,David,Alice,1999-12-06 21:24:37
886.86,2,7,Charlie,Hannah,1999-05-05 13:24:30
268.97,16,2,Quinn,Charlie,1999-01-12 17:12:14
917.16,16,13,Quinn,Nora,1999-08-19 01:02:26
130.62,3,1,David,Bob,1999-12-26 19:21:44
560.18,8,6,Ivan,Grace,1999-05-22 15:04:58
343.66,17,10,Rachel,Kyle,1999-10-10 21:54:56
599.58,2,14,Charlie,Oscar,1999-11-06 20:36:22
107.02,8,10,Ivan,Kyle,1999-08-27 02:52:27
874.37,15,19,Paul,Tina,1999-08-08 23:43:29
735.10,20,20,Alice,Alice,1999-07-13 02:02:23
424.59,12,2,Mia,Charlie,1999-01-25 06:22:27
188.83,17,11,Rachel,Lily,1999-08-17 20:46:20
142.87,6,14,Grace,Oscar,1999-06-06 14:42:14
514.86,6,1,Grace,Bob,1999-05-02 20:32:42
749.02,17,12,Rachel,Mia,1999-04-02 04:15:02
129.27,18,6,Steve,Grace,1999-04-08 17:24:42
657.90,8,18,Ivan,Steve,1999-04-01 11:27:21
234.85,15,4,Paul,Eva,1999-05-29 12:54:32
761.18,4,14,Eva,Oscar,1999-05-15 06:09:26
327.00,4,2,Eva,Charlie,1999-11-02 09:27:37
544.19,8,10,Ivan,Kyle,1999-08-12 17:01:26
615.59,8,11,Ivan,Lily,1999-03-06 12:12:57
41.73,6,13,Grace,Nora,1999-06-14 23:06:09
488.97,8,12,Ivan,Mia,1999-11-09 20:39:33
681.01,15,19,Paul,Tina,1999-08-26 14:07:40
630.76,11,6,Lily,Grace,1999-10-31 20:52:25
152.66,11,10,Lily,Kyle,1999-11-28 22:54:20
449.87,6,2,Grace,Charlie,1999-06-08 03:48:44
593.61,9,14,Julia,Oscar,1999-06-19 02:27:40
370.12,20,17,Alice,Rachel,1999-12-19 09:58:41
200.13,2,5,Charlie,Frank,1999-06-29 19:33:13
569.54,1,14,Bob,Oscar,1999-08-14 18:43:55
672.10,4,4,Eva,Eva,1999-11-30 15:51:09
529.49,4,4,Eva,Eva,1999-08-25 16:07:00
833.88,7,15,Hannah,Paul,1999-01-22 06:42:26
134.60,18,5,Steve,Frank,1999-08-23 04:09:19
524.48,15,14,Paul,Oscar,1999-02-16 22:47:25
28.93,13,19,Nora,Tina,1999-02-11 02:01:53
420.17,9,17,Julia,Rachel,1999-11-15 00:12:29
255.52,20,20,Alice,Alice,1999-04-15 10:12:48
125.09,10,17,Kyle,Rachel,1999-12-24 18:56:08
933.42,9,5,Julia,Frank,1999-12-09 22:38:41
488.79,1,18,Bob,Steve,1999-10-01 14:57:34
40.40,11,20,Lily,Alice,1999-09-27 07:04:05
542.11,2,16,Charlie,Quinn,1999-05-29 14:26:50
500.72,2,3,Charlie,David,1999-04-07 02:29:13
864.28,4,9,Eva,Julia,1999-07-10 08:12:18
587.90,1,2,Bob,Charlie,1999-06-24 19:42:07
625.63,2,9,Charlie,Julia,1999-05-28 03:56:05
241.20,9,13,Julia,Nora,1999-04-29 19:31:27
851.83,9,17,Julia,Rachel,1999-03-14 23:42:13
233.18,4,17,Eva,Rachel,1999-02-28 21:08:47
393.76,13,20,Nora,Alice,1999-08-07 20:43:21
341.10,11,13,Lily,Nora,1999-11-08 21:09:37
808.70,12,4,Mia,Eva,1999-01-21 22:45:24
942.43,6,13,Grace,Nora,1999-09-21 08:35:12
457.53,8,8,Ivan,Ivan,1999-11-22 14:21:04
708.35,6,13,Grace,Nora,1999-10-16 23:33:42
62.14,1,4,Bob,Eva,1999-10-05 16:43:42
358.67,17,14,Rachel,Oscar,1999-02-20 00:42:09
445.93,20,10,Alice,Kyle,1999-05-12 01:12:56
878.34,12,7,Mia,Hannah,1999-12-30 00:55:53
990.18,16,18,Quinn,Steve,1999-07-09 02:06:48
552.10,16,5,Quinn,Frank,1999-05-02 14:07:10
989.09,19,11,Tina,Lily,1999-01-10 12:43:21
440.12,20,18,Alice,Steve,1999-11-27 18:45:26
170.47,17,4,Rachel,Eva,1999-07-10 13:10:43
517.18,1,5,Bob,Frank,1999-04-24 22:09:22
207.28,12,11,Mia,Lily,1999-12-07 16:16:09
808.88,8,15,Ivan,Paul,1999-09-19 11:59:56
892.90,8,1,Ivan,Bob,1999-08-15 11:10:26
810.61,20,1,Alice,Bob,1999-12-06 07:08:18
806.16,15,18,Paul,Steve,1999-07-06 00:53:53
422.53,10,20,Kyle,Alice,1999-12-19 05:56:57
710.79,12,19,Mia,Tina,1999-03-26 18:33:56
212.24,10,2,Kyle,Charlie,1999-09-17 01:15:45
952.72,10,14,Kyle,Oscar,1999-11-28 18:49:22
599.44,18,16,Steve,Quinn,1999-01-15 08:06:49
469.79,5,14,Frank,Oscar,1999-09-02 22:10:46
789.57,16,13,Quinn,Nora,1999-05-22 21:54:07
215.70,4,7,Eva,Hannah,1999-04-06 13:52:38
222.72,9,13,Julia,Nora,1999-09-17 03:12:15
99.53,1,8,Bob,Ivan,1999-03-02 18:16:11
747.00,14,1,Oscar,Bob,1999-02-11 16:42:25
757.63,12,19,Mia,Tina,1999-04-18 19:23:11
482.48,14,12,Oscar,Mia,1999-08-29 11:07:48
268.71,14,19,Oscar,Tina,1999-06-27 00:10:50
946.49,9,1,Julia,Bob,1999-04-13 22:44:13
644.28,6,9,Grace,Julia,1999-03-28 14:07:05
454.02,6,5,Grace,Frank,1999-08-22 05:09:17
580.41,15,2,Paul,Charlie,1999-02-02 11:37:49
587.09,5,9,Frank,Julia,1999-05-08 17:26:21
424.59,13,4,Nora,Eva,1999-02-10 10:26:36
382.09,2,11,Charlie,Lily,1999-11-16 04:31:04
697.72,20,1,Alice,Bob,1999-12-23 06:25:07
557.20,9,10,Julia,Kyle,1999-08-22 07:43:31
502.49,15,13,Paul,Nora,1999-03-19 22:32:50
601.64,8,5,Ivan,Frank,1999-05-17 11:25:32
317.81,7,20,Hannah,Alice,1999-08-13 11:59:31
963.93,10,19,Kyle,Tina,1999-03-02 12:21:51
911.14,20,18,Alice,Steve,1999-06-24 14:31:15
495.42,13,18,Nora,Steve,1999-03-02 11:29:16
810.70,12,12,Mia,Mia,1999-11-19 10:48:01
683.76,7,17,Hannah,Rachel,1999-08-11 11:30:28
564.04,6,4,Grace,Eva,1999-11-08 05:26:51
538.65,19,9,Tina,Julia,1999-01-30 18:23:58
426.56,9,8,Julia,Ivan,1999-08-08 03:34:39
469.25,5,13,Frank,Nora,1999-08-07 06:19:12
257.46,7,19,Hannah,Tina,1999-08-20 15:56:18
857.14,9,5,Julia,Frank,1999-01-08 19:51:59
103.03,11,18,Lily,Steve,1999-09-06 14:26:47
273.68,8,10,Ivan,Kyle,1999-07-31 21:55:46
706.94,3,4,David,Eva,1999-03-04 16:38:53
502.35,14,4,Oscar,Eva,1999-08-01 20:55:28
659.93,2,8,Charlie,Ivan,1999-12-04 20:44:23
548.73,14,10,Oscar,Kyle,1999-10-29 20:56:49
199.42,9,2,Julia,Charlie,1999-11-10 11:30:53
190.12,4,17,Eva,Rachel,1999-11-13 13:36:37
139.51,17,8,Rachel,Ivan,1999-06-28 22:49:48
654.55,7,4,Hannah,Eva,1999-09-26 07:48:02
299.79,14,20,Oscar,Alice,1999-03-14 03:48:56
696.74,18,2,Steve,Charlie,1999-03-10 09:19:57
153.07,7,1,Hannah,Bob,1999-08-24 12:42:29
65.70,12,19,Mia,Tina,1999-10-09 19:03:38
682.48,11,19,Lily,Tina,1999-04-03 15:07:04
655.54,9,2,Julia,Charlie,1999-06-22 17:00:54
651.31,13,16,Nora,Quinn,1999-02-17 04:39:29
588.75,18,8,Steve,Ivan,1999-01-21 15:27:53
850.26,11,10,Lily,Kyle,1999-01-05 09:11:31
539.20,9,14,Julia,Oscar,1999-06-28 13:10:49
503.44,19,1,Tina,Bob,1999-10-26 06:17:33
858.95,17,3,Rachel,David,1999-12-30 15:44:14
694.83,12,17,Mia,Rachel,1999-02-24 13:47:11
111.16,16,18,Quinn,Steve,1999-04-13 10:29:23
270.13,11,13,Lily,Nora,1999-01-06 05:18:55
29.32,18,7,Steve,Hannah,1999-06-27 12:07:34
639.52,10,6,Kyle,Grace,1999-11-25 00:52:22
134.71,7,14,Hannah,Oscar,1999-05-02 12:41:06
982.89,6,9,Grace,Julia,1999-05-10 23:35:24
665.82,13,3,Nora,David,1999-01-22 11:57:48
519.45,11,15,Lily,Paul,1999-11-27 18:47:49
186.06,5,19,Frank,Tina,1999-12-27 10:28:55
50.97,7,18,Hannah,Steve,1999-05-23 09:20:23
466.54,16,14,Quinn,Oscar,1999-07-14 19:38:57
879.53,15,4,Paul,Eva,1999-02-27 22:31:01
896.04,20,6,Alice,Grace,1999-05-25 15:37:17
329.80,6,7,Grace,Hannah,1999-07-15 16:07:20
330.13,7,9,Hannah,Julia,1999-12-27 19:51:05
361.90,5,6,Frank,Grace,1999-10-02 11:58:19
256.31,6,4,Grace,Eva,1999-09-16 10:51:55
402.30,16,17,Quinn,Rachel,1999-05-31 06:23:38
734.75,11,7,Lily,Hannah,1999-07-20 18:23:36
620.15,19,6,Tina,Grace,1999-08-07 16:57:49
676.72,3,7,David,Hannah,1999-08-26 23:31:53
693.31,19,6,Tina,Grace,1999-02-05 00:55:27
